PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
0,34,35.0,9,14,0,165.0,241,2,1,5,-4,33
0,34,17.0,11,18,0,161.0,250,2,0,0,-20,34
0,36,39.0,9,22,0,127.0,214,2,0,0,-17,38
0,37,29.0,9,23,0,165.0,229,2,1,5,-6,31
0,34,21.0,9,23,0,138.0,239,2,0,0,-19,33
1,41,64.0,20,26,0,212.0,251,2,2,9,9,44
1,35,51.0,23,23,1,149.0,246,2,0,0,-18,41
0,34,32.0,13,18,0,145.0,214,2,1,8,0,31
0,35,31.0,8,16,0,149.0,207,2,1,6,-2,30
0,36,46.0,18,18,1,153.0,255,2,0,0,-21,38
0,35,24.0,12,13,0,164.0,253,2,1,5,-11,30
1,36,59.0,16,24,0,190.0,257,2,1,11,3,41
0,35,41.0,10,21,0,157.0,255,2,0,0,-21,38
1,36,57.0,10,17,0,191.0,248,2,0,0,-16,44
0,33,63.0,13,13,1,154.0,241,2,0,0,-27,43
0,40,55.0,9,25,0,208.0,254,2,0,0,-14,43
1,36,68.0,19,19,1,201.0,270,2,0,0,-24,44
0,36,37.0,10,10,1,142.0,229,2,0,0,-28,36
1,34,71.0,13,13,1,134.0,225,2,0,0,-26,44
0,40,58.0,19,23,0,226.0,292,2,0,0,-11,45
0,36,43.0,12,24,0,165.0,249,2,0,0,-21,38
0,36,41.0,8,17,0,152.0,244,2,0,0,-19,38
1,36,66.0,17,17,1,197.0,251,2,0,0,-20,43
0,34,60.0,16,22,0,181.0,248,2,0,0,-17,43
0,36,54.0,12,14,0,153.0,217,2,0,0,-26,43
0,40,48.0,11,16,0,187.0,240,2,0,0,-16,41
1,35,66.0,26,26,1,159.0,260,2,0,0,-33,44
0,37,38.0,13,18,0,177.0,245,2,0,0,-28,36
0,36,39.0,13,16,0,149.0,228,2,0,0,-19,35
0,36,41.0,12,12,1,186.0,253,2,0,0,-22,37
1,33,56.0,21,21,1,151.0,235,2,0,0,-31,44
1,34,65.0,24,24,1,155.0,253,2,0,0,-30,44
1,35,64.0,14,14,1,110.0,205,2,0,0,-29,44
1,36,74.0,20,20,1,155.0,250,2,1,4,-12,43
1,36,59.0,19,19,1,130.0,242,2,0,0,-34,44
1,38,61.0,13,14,0,145.0,249,2,0,0,-20,44
1,34,62.0,26,26,1,165.0,259,2,0,0,-29,44
0,41,15.0,7,23,0,152.0,242,2,0,0,-28,38
0,37,25.0,11,18,0,200.0,249,2,0,0,-31,40
0,37,19.0,12,24,0,158.0,244,2,0,0,-42,41
0,33,30.0,12,16,0,154.0,223,2,1,6,-4,30
0,38,57.0,20,20,1,199.0,265,2,0,0,-17,44
0,35,40.0,14,15,0,171.0,262,2,0,0,-20,39
0,36,6.0,12,16,0,147.0,239,2,0,0,-30,31
1,33,63.0,18,18,1,168.0,223,2,2,13,13,34
0,37,23.0,10,28,0,214.0,256,2,0,0,-20,35
0,35,53.0,21,24,0,214.0,263,2,2,14,14,36
0,35,39.0,11,24,0,143.0,230,2,1,8,1,33
0,39,63.0,24,25,0,242.0,271,2,1,10,1,43
0,39,17.0,10,19,0,177.0,255,2,0,0,-16,31
0,38,52.0,24,25,0,209.0,237,2,1,11,0,39
0,36,48.0,22,22,1,183.0,255,2,0,0,-17,39
1,38,51.0,13,28,0,181.0,251,2,1,7,-1,41
0,35,55.0,13,18,0,182.0,256,2,1,9,2,38
0,35,11.0,9,16,0,166.0,248,2,0,0,-24,31
0,34,55.0,9,21,0,193.0,253,2,2,11,11,34
0,36,15.0,10,13,0,146.0,247,2,0,0,-30,31
0,33,4.0,11,15,0,123.0,225,2,0,0,-27,28
0,33,15.0,8,24,0,158.0,238,2,0,0,-21,32
0,34,29.0,11,11,1,154.0,235,2,0,0,-21,34
0,47,36.0,14,25,0,203.0,270,2,0,0,-20,45
1,37,48.0,25,25,1,135.0,226,2,0,0,-32,43
